left_image,right_image,target_image,stimulus,center,stimulus_name,finished?,noun,noun_type,frequency,speaker,gaze,noise_condition,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,gaze_condition,condition_long
juice,boat,juice,bc42b339a645002708232b96fa6ed2c3_1920x1080,face,ol_sa_juice_nonoise_look,yes,juice,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,no_noise_no_gaze
shoe,ball,ball,bd98615c614d315338653fe13789c1d3_1920x1080,face,gr_dr_ball_nonoise_hey,yes,ball,familiar,high,gr,down_right,no_noise,hey,2,29,4,22,5,26,6,10,6,10,6,22,8,22,0,10,22,gaze,no_noise_gaze
chicken,bunny,chicken,c4c71626be0138fdba86828b53a06a56_1920x1080,face,ol_sa_chicken_nonoise_hey,yes,chicken,familiar,high,ol,straight_ahead,no_noise,hey,3,17,5,3,6,3,6,22,6,22,NA,NA,NA,NA,0,8,22,no_gaze,no_noise_no_gaze
bottle,cookie,bottle,c720d1fc871eec62c8317fca326b9836_1920x1080,face,gr_sa_bottle_nonoise_look,yes,bottle,familiar,high,gr,straight_ahead,no_noise,look,3,7,4,23,5,15,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
juice,boat,boat,c7a843a1fe0cad6e8e9a2c274beec8dc_1920x1080,face,ol_sa_boat_nonoise_hey,yes,boat,familiar,high,ol,straight_ahead,no_noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,no_noise_no_gaze
bunny,chicken,bunny,cdfc4aa833a1a8fa3a12524ade83666d_1920x1080,face,ol_dl_bunny_nonoise_hey,yes,bunny,familiar,high,ol,down_left,no_noise,hey,3,17,5,2,6,5,6,19,6,19,6,25,8,20,0,10,20,gaze,no_noise_gaze
shoe,ball,shoe,cee1c4e944090e3da8bce33267bd7602_1920x1080,face,gr_dl_shoe_nonoise_look,yes,shoe,familiar,high,gr,down_left,no_noise,look,3,2,4,19,5,13,6,1,6,1,6,14,8,16,0,10,16,gaze,no_noise_gaze
boat,juice,juice,cf33978d75c9510bd4b2f76e9590aa1c_1920x1080,face,ol_dr_juice_nonoise_hey,yes,juice,familiar,high,ol,down_right,no_noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,no_noise_gaze
chicken,bunny,chicken,cf8dcc4538d143bb246dce1d97a0e2e5_1920x1080,face,ol_sa_chicken_nonoise_look,yes,chicken,familiar,high,ol,straight_ahead,no_noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,no_noise_no_gaze
ball,shoe,ball,d2f5158d4f6ec5987c36a93669ace2d2_1920x1080,face,ol_dl_ball_nonoise_hey,yes,ball,familiar,high,ol,down_left,no_noise,hey,3,5,4,15,5,17,6,5,6,5,6,16,8,12,0,10,12,gaze,no_noise_gaze
juice,boat,juice,d6d8b7ac12c77ab181e5a72bca940bab_1920x1080,face,gr_sa_juice_nonoise_look,yes,juice,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,d8393ceff169cb54b43190dbb6613a12_1920x1080,face,ol_dr_chicken_nonoise_look,yes,chicken,familiar,high,ol,down_right,no_noise,look,3,11,5,3,5,26,6,17,6,17,6,23,8,21,0,10,21,gaze,no_noise_gaze
cookie,bottle,cookie,d96fd6f464531888119c6814e401012a_1920x1080,face,gr_dl_cookie_nonoise_look,yes,cookie,familiar,high,gr,down_left,no_noise,look,3,19,5,7,5,28,6,13,6,13,6,27,8,16,0,10,16,gaze,no_noise_gaze
cookie,bottle,cookie,d9ab786031a3eddf0d63677a6b4e78dc_1920x1080,face,gr_sa_cookie_nonoise_hey,yes,cookie,familiar,high,gr,straight_ahead,no_noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
juice,boat,juice,da7a2ffc652562ea1c2cc1a5aca14026_1920x1080,face,gr_sa_juice_nonoise_look,yes,juice,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
bottle,cookie,cookie,dc9c51f017f911913ab7ce4ce9931265_1920x1080,face,ol_dr_cookie_nonoise_look,yes,cookie,familiar,high,ol,down_right,no_noise,look,3,0,4,19,5,9,5,25,5,25,6,4,7,29,0,9,29,gaze,no_noise_gaze
ball,shoe,shoe,e0132b27f0f20c8d7a30d573e272f8c2_1920x1080,face,ol_dr_shoe_nonoise_look,yes,shoe,familiar,high,ol,down_right,no_noise,look,3,14,5,0,5,19,6,12,6,12,6,13,8,15,0,10,15,gaze,no_noise_gaze
chicken,bunny,bunny,e09e1a6889ea3e846573a2142dbbfee5_1920x1080,face,gr_dr_bunny_nonoise_look,yes,bunny,familiar,high,gr,down_right,no_noise,look,3,17,5,12,6,5,6,17,6,17,7,2,8,24,0,10,24,gaze,no_noise_gaze
chicken,bunny,chicken,e0d427cc62780a54ee5365a45936f1aa_1920x1080,face,gr_sa_chicken_nonoise_look,yes,chicken,familiar,high,gr,straight_ahead,no_noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,no_noise_no_gaze
shoe,ball,ball,e1240744e690c63b3b5089550c70801a_1920x1080,face,ol_sa_ball_nonoise_look,yes,ball,familiar,high,ol,straight_ahead,no_noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,no_noise_no_gaze
juice,boat,juice,e434bdddd05c974047318daf73ed8637_1920x1080,face,ol_dl_juice_nonoise_hey,yes,juice,familiar,high,ol,down_left,no_noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,no_noise_gaze
boat,juice,juice,e72fba5a67170b6c282b94c651badb2d_1920x1080,face,gr_dr_juice_nonoise_look,yes,juice,familiar,high,gr,down_right,no_noise,look,3,19,5,16,6,12,7,6,7,6,7,8,9,3,0,11,3,gaze,no_noise_gaze
ball,shoe,shoe,e86606f018611f41236a8dd284134a38_1920x1080,face,ol_sa_shoe_nonoise_look,yes,shoe,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,13,5,3,5,24,5,24,NA,NA,NA,NA,0,7,24,no_gaze,no_noise_no_gaze
shoe,ball,ball,e889b9a69c4c512a0771bd93433e0157_1920x1080,face,ol_dr_ball_nonoise_look,yes,ball,familiar,high,ol,down_right,no_noise,look,3,18,5,3,5,26,6,14,6,14,6,19,8,13,0,10,13,gaze,no_noise_gaze
juice,boat,juice,e94c311050ede466fdd1b5c0b3af92c5_1920x1080,face,gr_dl_juice_nonoise_hey,yes,juice,familiar,high,gr,down_left,no_noise,hey,3,1,4,23,5,24,6,17,6,17,6,26,8,28,0,10,28,gaze,no_noise_gaze
shoe,ball,ball,eab84dbf3076bb90033d2d0f36ed76f8_1920x1080,face,gr_dr_ball_nonoise_look,yes,ball,familiar,high,gr,down_right,no_noise,look,3,11,4,24,5,18,6,1,6,1,6,27,8,25,0,10,25,gaze,no_noise_gaze
bunny,chicken,chicken,eb3e3ef1281fd9eb9f905c955190a608_1920x1080,face,gr_sa_chicken_nonoise_look,yes,chicken,familiar,high,gr,straight_ahead,no_noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,no_noise_no_gaze
juice,boat,juice,f2bc3e5ea63f1b40682f927d132fe85a_1920x1080,face,ol_dl_juice_nonoise_hey,yes,juice,familiar,high,ol,down_left,no_noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,no_noise_gaze
shoe,ball,shoe,fb008d250085ffbdc08b384d639139f7_1920x1080,face,gr_sa_shoe_nonoise_look,yes,shoe,familiar,high,gr,straight_ahead,no_noise,look,2,21,4,10,5,2,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,fb7105af649afa7199b555f31e578fa6_1920x1080,face,ol_dr_bottle_nonoise_look,yes,bottle,familiar,high,ol,down_right,no_noise,look,3,4,4,18,5,10,5,28,5,28,6,3,8,2,0,10,2,gaze,no_noise_gaze
boat,juice,boat,fccb88fbba252526a0baa4a5e21a7192_1920x1080,face,gr_sa_boat_nonoise_look,yes,boat,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,no_noise_no_gaze
