left_image,right_image,target_image,stimulus,center,stimulus_name,finished?,noun,noun_type,frequency,speaker,gaze,noise_condition,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,gaze_condition,condition_long
cookie,bottle,cookie,551ccb52779e8432a0e02713712796fc_1920x1080,face,ol_dl_cookie_nonoise_hey,yes,cookie,familiar,high,ol,down_left,no_noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,no_noise_gaze
bunny,chicken,chicken,5647dbce1c10a322d1ab8713d3bd6f82_1920x1080,face,ol_sa_chicken_nonoise_look,yes,chicken,familiar,high,ol,straight_ahead,no_noise,look,3,9,4,23,5,15,6,4,6,4,NA,NA,NA,NA,0,8,4,no_gaze,no_noise_no_gaze
bottle,cookie,cookie,56b0fe81cc551df2203aa818fd642784_1920x1080,face,ol_dr_cookie_nonoise_hey,yes,cookie,familiar,high,ol,down_right,no_noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,no_noise_gaze
cookie,bottle,cookie,57eb091601651ae03e2d81316b4be095_1920x1080,face,ol_dl_cookie_nonoise_hey,yes,cookie,familiar,high,ol,down_left,no_noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,no_noise_gaze
boat,juice,boat,580faffd8c75d9a29c5669a6a78adcd1_1920x1080,face,ol_sa_boat_noise_look,yes,boat,familiar,high,ol,straight_ahead,noise,look,3,15,5,0,5,22,6,9,6,9,NA,NA,NA,NA,0,8,9,no_gaze,noise_no_gaze
bunny,chicken,bunny,581c61a1e7b3a7cf0f4c7b1c5227e280_1920x1080,face,gr_dl_bunny_noise_hey,yes,bunny,familiar,high,gr,down_left,noise,hey,3,16,5,0,6,6,6,16,6,16,6,25,9,9,0,11,9,gaze,noise_gaze
ball,shoe,ball,58c66a87332345c7c80bf39647f66a65_1920x1080,face,gr_sa_ball_nonoise_hey,yes,ball,familiar,high,gr,straight_ahead,no_noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,no_noise_no_gaze
ball,shoe,shoe,58d7456cc2e45174b7ac9b3e4e0406dd_1920x1080,face,ol_sa_shoe_nonoise_look,yes,shoe,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,13,5,3,5,24,5,24,NA,NA,NA,NA,0,7,24,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,594b02e13d150a54bd9cdc0eccb478b6_1920x1080,face,ol_sa_bottle_nonoise_look,yes,bottle,familiar,high,ol,straight_ahead,no_noise,look,3,1,4,11,5,1,5,16,5,16,NA,NA,NA,NA,0,7,16,no_gaze,no_noise_no_gaze
chicken,bunny,chicken,59cfed8fb054f0e5ef33cb6d98cd00ba_1920x1080,face,ol_dl_chicken_nonoise_hey,yes,chicken,familiar,high,ol,down_left,no_noise,hey,3,28,5,8,6,11,6,29,6,29,7,0,9,4,0,11,4,gaze,no_noise_gaze
cookie,bottle,bottle,5a4055d98c5d21253d7c46ac175e53a5_1920x1080,face,ol_dr_bottle_nonoise_look,yes,bottle,familiar,high,ol,down_right,no_noise,look,3,4,4,18,5,10,5,28,5,28,6,3,8,2,0,10,2,gaze,no_noise_gaze
juice,boat,boat,5b917a70f33e1bc838dfbd79839979b3_1920x1080,face,gr_dr_boat_noise_hey,yes,boat,familiar,high,gr,down_right,noise,hey,3,6,4,20,5,28,6,14,6,14,6,18,9,12,0,11,12,gaze,noise_gaze
NA,NA,NA,5e4f06a7769042d0b320ba9269ce65f2_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
juice,boat,juice,5f03c724b71f55de72e1851f175029fb_1920x1080,face,ol_dl_juice_nonoise_hey,yes,juice,familiar,high,ol,down_left,no_noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,no_noise_gaze
bottle,cookie,cookie,5f23659975b19c0f57f9de0257ab13f4_1920x1080,face,gr_dr_cookie_noise_look,yes,cookie,familiar,high,gr,down_right,noise,look,3,18,5,6,5,27,6,12,6,12,6,26,8,15,0,10,15,gaze,noise_gaze
bottle,cookie,bottle,5f6ca5da8d5657ff009669deb2d13a46_1920x1080,face,gr_sa_bottle_noise_hey,yes,bottle,familiar,high,gr,straight_ahead,noise,hey,3,5,4,8,5,12,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
bottle,cookie,cookie,609b3090ac5b9d193c2641dbccd6a71a_1920x1080,face,ol_sa_cookie_noise_look,yes,cookie,familiar,high,ol,straight_ahead,noise,look,3,1,4,15,5,5,5,20,5,20,NA,NA,NA,NA,0,7,20,no_gaze,noise_no_gaze
bottle,cookie,bottle,60c4bbdf9af0f52dba18ec18e115b5b8_1920x1080,face,gr_sa_bottle_noise_hey,yes,bottle,familiar,high,gr,straight_ahead,noise,hey,3,5,4,8,5,12,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
bunny,chicken,bunny,60c9a2e51403d0524142e5f34a3e1cf5_1920x1080,face,gr_sa_bunny_nonoise_look,yes,bunny,familiar,high,gr,straight_ahead,no_noise,look,3,4,4,16,5,10,5,22,5,22,NA,NA,NA,NA,0,7,22,no_gaze,no_noise_no_gaze
shoe,ball,ball,63cd2b45a0ce99e919ccbc96d3c93a5b_1920x1080,face,gr_dr_ball_nonoise_look,yes,ball,familiar,high,gr,down_right,no_noise,look,3,11,4,24,5,18,6,1,6,1,6,27,8,25,0,10,25,gaze,no_noise_gaze
ball,shoe,shoe,642160d7a7cac023a7b4d11ca7404d19_1920x1080,face,gr_dr_shoe_noise_hey,yes,shoe,familiar,high,gr,down_right,noise,hey,2,29,5,1,6,0,6,19,6,19,6,28,8,24,0,10,24,gaze,noise_gaze
shoe,ball,ball,6636af49fad6f9cb8e90db6bcd9abc83_1920x1080,face,ol_sa_ball_nonoise_look,yes,ball,familiar,high,ol,straight_ahead,no_noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,no_noise_no_gaze
juice,boat,juice,66f243fae9440b84c611e9375a14ee22_1920x1080,face,ol_sa_juice_nonoise_look,yes,juice,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,no_noise_no_gaze
boat,juice,juice,6749ad230f9aba6a9d45aaaa96070ba5_1920x1080,face,gr_dr_juice_noise_hey,yes,juice,familiar,high,gr,down_right,noise,hey,3,1,4,23,5,24,6,17,6,17,6,26,8,28,0,10,28,gaze,noise_gaze
shoe,ball,ball,67e0553f1939ecc81689e839d60a2dc6_1920x1080,face,ol_dr_ball_noise_hey,yes,ball,familiar,high,ol,down_right,noise,hey,3,5,4,15,5,17,6,5,6,5,6,16,8,12,0,10,12,gaze,noise_gaze
bunny,chicken,chicken,681d8a84cda86145ceea4b6b3f37d2b5_1920x1080,face,gr_sa_chicken_nonoise_look,yes,chicken,familiar,high,gr,straight_ahead,no_noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,no_noise_no_gaze
juice,boat,boat,69f57b6cf4a8b66a1a95ffc567d0d1a8_1920x1080,face,ol_sa_boat_noise_hey,yes,boat,familiar,high,ol,straight_ahead,noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,noise_no_gaze
bottle,cookie,bottle,6a32d5775b674954fbd83b1d778543d2_1920x1080,face,ol_dl_bottle_nonoise_look,yes,bottle,familiar,high,ol,down_left,no_noise,look,3,8,4,22,5,14,6,2,6,2,6,7,8,6,0,10,6,gaze,no_noise_gaze
bunny,chicken,chicken,6b038419e0850682f0f78e577f4d93c8_1920x1080,face,gr_sa_chicken_noise_hey,yes,chicken,familiar,high,gr,straight_ahead,noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
ball,shoe,ball,6b89d1cdf480f15e2c30449dad6af223_1920x1080,face,gr_sa_ball_nonoise_hey,yes,ball,familiar,high,gr,straight_ahead,no_noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,no_noise_no_gaze
bunny,chicken,bunny,6b9e357eb9a2576bb76ea2096b522c0b_1920x1080,face,gr_dl_bunny_noise_look,yes,bunny,familiar,high,gr,down_left,noise,look,3,18,5,13,6,6,6,18,6,18,7,3,8,26,0,10,26,gaze,noise_gaze
chicken,bunny,chicken,6bfedb68a0cf28bddf209d82cd6f1b12_1920x1080,face,ol_sa_chicken_nonoise_hey,yes,chicken,familiar,high,ol,straight_ahead,no_noise,hey,3,17,5,3,6,3,6,22,6,22,NA,NA,NA,NA,0,8,22,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,6c7efc2eef8071b5c940e33f12c2ee0d_1920x1080,face,gr_dr_chicken_noise_look,yes,chicken,familiar,high,gr,down_right,noise,look,3,12,4,28,5,19,6,4,6,4,6,19,8,16,0,10,16,gaze,noise_gaze
cookie,bottle,cookie,6cadbb2da99702d7de42e9b96405696e_1920x1080,face,ol_sa_cookie_nonoise_hey,yes,cookie,familiar,high,ol,straight_ahead,no_noise,hey,3,16,4,28,5,29,6,13,6,13,NA,NA,NA,NA,0,8,14,no_gaze,no_noise_no_gaze
juice,boat,boat,6cd500d1fdeb41577127f6e563a510f7_1920x1080,face,ol_dr_boat_nonoise_look,yes,boat,familiar,high,ol,down_right,no_noise,look,3,13,4,27,5,21,6,8,6,8,6,14,8,5,0,10,5,gaze,no_noise_gaze
chicken,bunny,chicken,6db3897e5f25fc4a7e9cad296d3cfb9b_1920x1080,face,gr_sa_chicken_nonoise_hey,yes,chicken,familiar,high,gr,straight_ahead,no_noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
shoe,ball,shoe,6dcb77aa343ef6e8d280d1fcb85b4b0f_1920x1080,face,ol_dl_shoe_nonoise_look,yes,shoe,familiar,high,ol,down_left,no_noise,look,3,14,5,0,5,19,6,12,6,12,6,13,8,15,0,10,15,gaze,no_noise_gaze
bunny,chicken,bunny,70b2e97537944c0bbf0cd597b849efe8_1920x1080,face,gr_dl_bunny_nonoise_hey,yes,bunny,familiar,high,gr,down_left,no_noise,hey,3,16,5,0,6,6,6,16,6,16,6,25,9,9,0,11,9,gaze,no_noise_gaze
shoe,ball,ball,7190afee7820e15ada59b505c7870c27_1920x1080,face,gr_dr_ball_nonoise_look,yes,ball,familiar,high,gr,down_right,no_noise,look,3,11,4,24,5,18,6,1,6,1,6,27,8,25,0,10,25,gaze,no_noise_gaze
bunny,chicken,chicken,719dd037480e82c6e6a677fa555b85ad_1920x1080,face,ol_dr_chicken_nonoise_hey,yes,chicken,familiar,high,ol,down_right,no_noise,hey,3,28,5,8,6,11,6,29,6,29,7,0,9,4,0,11,4,gaze,no_noise_gaze
bunny,chicken,chicken,71b89d8ba11ab4ed3ce721101ca3e5c9_1920x1080,face,ol_sa_chicken_noise_hey,yes,chicken,familiar,high,ol,straight_ahead,noise,hey,4,4,5,21,6,21,7,8,7,8,NA,NA,NA,NA,0,9,8,no_gaze,noise_no_gaze
bottle,cookie,bottle,71d911648a5b61b907d591e0b34cf67d_1920x1080,face,ol_sa_bottle_nonoise_hey,yes,bottle,familiar,high,ol,straight_ahead,no_noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,no_noise_no_gaze
NA,NA,NA,73043104237bf1c8335572c8bf9254a3_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
ball,shoe,ball,73a13ec98d28684cd57518a8c1a953ce_1920x1080,face,gr_dl_ball_nonoise_look,yes,ball,familiar,high,gr,down_left,no_noise,look,3,12,4,25,5,19,6,2,6,2,6,28,8,26,0,10,26,gaze,no_noise_gaze
bottle,cookie,cookie,73a7a4b4f71ccf83adb3ce891159a690_1920x1080,face,gr_dr_cookie_nonoise_hey,yes,cookie,familiar,high,gr,down_right,no_noise,hey,3,15,4,29,6,7,6,21,6,21,6,29,9,3,0,11,3,gaze,no_noise_gaze
cookie,bottle,cookie,7410e19f2892a9b98f856d5a0aa7bebd_1920x1080,face,gr_dl_cookie_nonoise_look,yes,cookie,familiar,high,gr,down_left,no_noise,look,3,19,5,7,5,28,6,13,6,13,6,27,8,16,0,10,16,gaze,no_noise_gaze
juice,boat,juice,75226185555421b8a55de65149fd79f7_1920x1080,face,gr_sa_juice_nonoise_hey,yes,juice,familiar,high,gr,straight_ahead,no_noise,hey,3,3,4,23,5,26,6,18,6,18,NA,NA,NA,NA,0,8,17,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,7565e989d17673e3ed001aa0124db8e7_1920x1080,face,ol_dr_bottle_noise_look,yes,bottle,familiar,high,ol,down_right,noise,look,3,5,4,19,5,11,5,29,5,29,6,4,8,3,0,10,3,gaze,noise_gaze
chicken,bunny,bunny,763a8528886843ba6ca63127d1d5e235_1920x1080,face,ol_dr_bunny_noise_hey,yes,bunny,familiar,high,ol,down_right,noise,hey,3,17,5,2,6,5,6,19,6,19,6,25,8,20,0,10,20,gaze,noise_gaze
boat,juice,juice,76cd68ccc3eaf5d9c713a3b42b2c5692_1920x1080,face,ol_sa_juice_noise_look,yes,juice,familiar,high,ol,straight_ahead,noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,noise_no_gaze
juice,boat,juice,78363a1b9140953e544ce03b59a01d0f_1920x1080,face,ol_dl_juice_nonoise_hey,yes,juice,familiar,high,ol,down_left,no_noise,hey,3,18,4,27,5,29,6,21,6,21,6,29,8,22,0,10,22,gaze,no_noise_gaze
NA,NA,NA,799ffe2d6a76cd7c3b5f40cc40640495_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
bottle,cookie,cookie,7aaa34a3a160081a46cd4ad592d2f294_1920x1080,face,ol_dr_cookie_noise_hey,yes,cookie,familiar,high,ol,down_right,noise,hey,3,22,5,7,6,8,6,26,6,26,7,6,9,3,0,11,3,gaze,noise_gaze
cookie,bottle,bottle,7abc99d266dd8d64e14d8ea8fafcc5cc_1920x1080,face,ol_dr_bottle_noise_look,yes,bottle,familiar,high,ol,down_right,noise,look,3,5,4,19,5,11,5,29,5,29,6,4,8,3,0,10,3,gaze,noise_gaze
shoe,ball,ball,7c8ff207328e091335e42176fa06d309_1920x1080,face,gr_sa_ball_noise_look,yes,ball,familiar,high,gr,straight_ahead,noise,look,3,1,4,21,5,12,5,24,5,24,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
juice,boat,boat,7ed1cd1f095d8a4fc2cd0e9b01b134ff_1920x1080,face,gr_sa_boat_nonoise_look,yes,boat,familiar,high,gr,straight_ahead,no_noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,no_noise_no_gaze
bottle,cookie,bottle,7ed2d61431ad0cdae748f5508d9c0dc5_1920x1080,face,gr_dl_bottle_noise_hey,yes,bottle,familiar,high,gr,down_left,noise,hey,3,19,5,3,6,11,6,23,6,23,7,7,9,12,0,11,12,gaze,noise_gaze
shoe,ball,ball,818b256dd075c0d71203b40d08882e0d_1920x1080,face,gr_sa_ball_nonoise_hey,yes,ball,familiar,high,gr,straight_ahead,no_noise,hey,3,8,4,20,5,24,6,8,6,8,NA,NA,NA,NA,0,8,8,no_gaze,no_noise_no_gaze
juice,boat,juice,837c79fff1d72264d732df0d35252032_1920x1080,face,ol_sa_juice_noise_look,yes,juice,familiar,high,ol,straight_ahead,noise,look,2,29,4,16,5,8,5,27,5,27,NA,NA,NA,NA,0,7,27,no_gaze,noise_no_gaze
cookie,bottle,bottle,83dc84b1d98d34133a4f3b9d280dbe1f_1920x1080,face,gr_sa_bottle_nonoise_hey,yes,bottle,familiar,high,gr,straight_ahead,no_noise,hey,3,5,4,8,5,12,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
ball,shoe,shoe,845d22157adef25e0c142d43b4c0c8ed_1920x1080,face,gr_sa_shoe_noise_hey,yes,shoe,familiar,high,gr,straight_ahead,noise,hey,3,4,5,0,6,2,6,23,6,23,NA,NA,NA,NA,0,8,22,no_gaze,noise_no_gaze
boat,juice,boat,846587a8831bce94560dadde13e7774c_1920x1080,face,ol_dl_boat_noise_look,yes,boat,familiar,high,ol,down_left,noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,noise_gaze
NA,NA,NA,85e91b277ab3c43334caff8617a99a27_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
bottle,cookie,bottle,86094c0a0472755d07bc08b67346ba26_1920x1080,face,ol_sa_bottle_noise_look,yes,bottle,familiar,high,ol,straight_ahead,noise,look,3,1,4,11,5,1,5,16,5,16,NA,NA,NA,NA,0,7,16,no_gaze,noise_no_gaze
shoe,ball,shoe,86859438f1b85ed5c128b4ffec62edd3_1920x1080,face,ol_sa_shoe_nonoise_look,yes,shoe,familiar,high,ol,straight_ahead,no_noise,look,2,29,4,13,5,3,5,24,5,24,NA,NA,NA,NA,0,7,24,no_gaze,no_noise_no_gaze
bunny,chicken,bunny,899df1dcbb95fcc3e7b219e500705d0f_1920x1080,face,gr_sa_bunny_nonoise_hey,yes,bunny,familiar,high,gr,straight_ahead,no_noise,hey,3,16,5,0,6,5,6,15,6,15,NA,NA,NA,NA,0,8,17,no_gaze,no_noise_no_gaze
cookie,bottle,bottle,8aa511d1422b9e29aa7fd1cbdc6e53f8_1920x1080,face,ol_sa_bottle_nonoise_hey,yes,bottle,familiar,high,ol,straight_ahead,no_noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,no_noise_no_gaze
chicken,bunny,bunny,8b226c0cb4da86e0d2ee6771fb38c39c_1920x1080,face,gr_dr_bunny_nonoise_look,yes,bunny,familiar,high,gr,down_right,no_noise,look,3,17,5,12,6,5,6,17,6,17,7,2,8,24,0,10,24,gaze,no_noise_gaze
cookie,bottle,bottle,8f819f3ccd6a9e4fb0e38f274b635c40_1920x1080,face,ol_dr_bottle_noise_look,yes,bottle,familiar,high,ol,down_right,noise,look,3,5,4,19,5,11,5,29,5,29,6,4,8,3,0,10,3,gaze,noise_gaze
chicken,bunny,chicken,91b9c85a451d08ef1fe60cf4874c4c24_1920x1080,face,gr_sa_chicken_nonoise_hey,yes,chicken,familiar,high,gr,straight_ahead,no_noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,no_noise_no_gaze
ball,shoe,ball,93d25a235379f0e02845c84cff05446d_1920x1080,face,gr_dl_ball_nonoise_look,yes,ball,familiar,high,gr,down_left,no_noise,look,3,12,4,25,5,19,6,2,6,2,6,28,8,26,0,10,26,gaze,no_noise_gaze
NA,NA,NA,948b8f568e49e5b97d8bc76fe799adec_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
boat,juice,juice,94901123ea9bd0e2ccb19506f51fecae_1920x1080,face,gr_sa_juice_noise_look,yes,juice,familiar,high,gr,straight_ahead,noise,look,3,0,4,12,5,7,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
juice,boat,juice,94c8cb5150d2d01bdc2935913115ad97_1920x1080,face,ol_sa_juice_nonoise_hey,yes,juice,familiar,high,ol,straight_ahead,no_noise,hey,2,19,3,29,4,28,5,12,5,12,NA,NA,NA,NA,0,7,12,no_gaze,no_noise_no_gaze
boat,juice,boat,9587ba9786911f2718f707ee3ad7ceb9_1920x1080,face,gr_sa_boat_noise_look,yes,boat,familiar,high,gr,straight_ahead,noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,noise_no_gaze
chicken,bunny,chicken,9786cdd660ec433ab2b857908c8a95d9_1920x1080,face,gr_sa_chicken_nonoise_look,yes,chicken,familiar,high,gr,straight_ahead,no_noise,look,3,12,4,25,5,16,6,0,6,0,NA,NA,NA,NA,0,8,0,no_gaze,no_noise_no_gaze
juice,boat,boat,97e5b1df9c0979427ece858aaac6fc8a_1920x1080,face,ol_sa_boat_noise_hey,yes,boat,familiar,high,ol,straight_ahead,noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,noise_no_gaze
ball,shoe,ball,9942ec6d98d32ea670fbc2ba8b98b8be_1920x1080,face,ol_dl_ball_nonoise_look,yes,ball,familiar,high,ol,down_left,no_noise,look,3,18,5,3,5,26,6,14,6,14,6,19,8,13,0,10,13,gaze,no_noise_gaze
bottle,cookie,bottle,99c5041e8e39e2ff0f1b514db4b4acb2_1920x1080,face,ol_sa_bottle_nonoise_hey,yes,bottle,familiar,high,ol,straight_ahead,no_noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,no_noise_no_gaze
bunny,chicken,chicken,9ac057c0f959dcb77130b31047363a28_1920x1080,face,ol_dr_chicken_noise_hey,yes,chicken,familiar,high,ol,down_right,noise,hey,3,28,5,8,6,11,6,29,6,29,7,0,9,4,0,11,4,gaze,noise_gaze
juice,boat,boat,9ac3be17133be736a19b0f03446c31a6_1920x1080,face,gr_sa_boat_noise_hey,yes,boat,familiar,high,gr,straight_ahead,noise,hey,2,26,4,8,5,16,6,1,6,1,NA,NA,NA,NA,0,8,1,no_gaze,noise_no_gaze
juice,boat,boat,9b3e0d46f70c5118958a94533260a2bc_1920x1080,face,ol_dr_boat_noise_look,yes,boat,familiar,high,ol,down_right,noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,noise_gaze
NA,NA,NA,9b86cc2b6ef569452810e8ee068085cf_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
NA,NA,NA,9b9688edf70346b1c9c0e8af36e383cd_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
bottle,cookie,bottle,9c65b6b863cd4d93d2c00f77f6ded461_1920x1080,face,ol_sa_bottle_nonoise_hey,yes,bottle,familiar,high,ol,straight_ahead,no_noise,hey,3,22,5,2,6,6,6,20,6,20,NA,NA,NA,NA,0,8,20,no_gaze,no_noise_no_gaze
ball,shoe,shoe,9c887b86d1462a9d2be1e81fce5a9a31_1920x1080,face,ol_dr_shoe_nonoise_look,yes,shoe,familiar,high,ol,down_right,no_noise,look,3,14,5,0,5,19,6,12,6,12,6,13,8,15,0,10,15,gaze,no_noise_gaze
cookie,bottle,cookie,9cef5203fe97bdfe2fb74532297faab8_1920x1080,face,gr_sa_cookie_nonoise_hey,yes,cookie,familiar,high,gr,straight_ahead,no_noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,no_noise_no_gaze
juice,boat,boat,9dca8cea5eae668a88f9defe3a6b4039_1920x1080,face,gr_sa_boat_noise_look,yes,boat,familiar,high,gr,straight_ahead,noise,look,3,0,4,14,5,8,5,18,5,18,NA,NA,NA,NA,0,7,18,no_gaze,noise_no_gaze
ball,shoe,shoe,9de5a4842d208c5b87494b3c8853c389_1920x1080,face,ol_sa_shoe_noise_look,yes,shoe,familiar,high,ol,straight_ahead,noise,look,2,29,4,13,5,3,5,21,5,21,NA,NA,NA,NA,0,7,21,no_gaze,noise_no_gaze
juice,boat,boat,9e952f82efa0d5b247cf6d900dc3c725_1920x1080,face,ol_dr_boat_noise_look,yes,boat,familiar,high,ol,down_right,noise,look,3,17,5,1,5,25,6,12,6,12,6,18,8,9,0,10,9,gaze,noise_gaze
NA,NA,NA,9ea16664a4556b35f0854c18a7d1babc_1920x1080,face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA_NA
bunny,chicken,bunny,a1040c8aae28342279fe886be767a405_1920x1080,face,ol_dl_bunny_noise_hey,yes,bunny,familiar,high,ol,down_left,noise,hey,3,17,5,2,6,5,6,19,6,19,6,25,8,20,0,10,20,gaze,noise_gaze
boat,juice,boat,a42a12f0b2b6a4032d4843d9bb8dbd98_1920x1080,face,ol_sa_boat_nonoise_hey,yes,boat,familiar,high,ol,straight_ahead,no_noise,hey,3,4,4,17,5,20,6,5,6,5,NA,NA,NA,NA,0,8,5,no_gaze,no_noise_no_gaze
shoe,ball,ball,a5bf2491eddc580d9c1df3ce2984e188_1920x1080,face,gr_sa_ball_nonoise_look,yes,ball,familiar,high,gr,straight_ahead,no_noise,look,3,1,4,21,5,12,5,24,5,24,NA,NA,NA,NA,0,7,25,no_gaze,no_noise_no_gaze
cookie,bottle,cookie,a5e8f41450e1321622ee22c84cbdcd5a_1920x1080,face,ol_sa_cookie_nonoise_look,yes,cookie,familiar,high,ol,straight_ahead,no_noise,look,3,1,4,15,5,5,5,20,5,20,NA,NA,NA,NA,0,7,20,no_gaze,no_noise_no_gaze
ball,shoe,ball,a6eda613a38fb74cfbcae1fdae51030b_1920x1080,face,ol_sa_ball_noise_look,yes,ball,familiar,high,ol,straight_ahead,noise,look,3,19,5,2,5,25,6,11,6,11,NA,NA,NA,NA,0,8,11,no_gaze,noise_no_gaze
bunny,chicken,cookie,a781777e7360a30535d43b1e88d0fe44_1920x1080,face,gr_sa_cookie_noise_hey,yes,cookie,familiar,high,gr,straight_ahead,noise,hey,3,5,4,14,5,15,5,29,5,29,NA,NA,NA,NA,0,7,29,no_gaze,noise_no_gaze
shoe,ball,shoe,a833c68405e73a09993ba46214a54fb4_1920x1080,face,ol_sa_shoe_noise_hey,yes,shoe,familiar,high,ol,straight_ahead,noise,hey,2,25,4,9,5,5,5,25,5,25,NA,NA,NA,NA,0,7,25,no_gaze,noise_no_gaze
bunny,chicken,chicken,a848d693766c5cf9b3958d272892863e_1920x1080,face,gr_sa_chicken_noise_hey,yes,chicken,familiar,high,gr,straight_ahead,noise,hey,3,3,4,8,5,13,5,28,5,28,NA,NA,NA,NA,0,7,28,no_gaze,noise_no_gaze
cookie,bottle,cookie,a9df8c0fe8d6b01cb92c6efd9db1f5dd_1920x1080,face,ol_sa_cookie_noise_hey,yes,cookie,familiar,high,ol,straight_ahead,noise,hey,3,16,4,28,5,29,6,13,6,13,NA,NA,NA,NA,0,8,14,no_gaze,noise_no_gaze
bottle,cookie,bottle,acbe527c79a0cc7a3adb93cdc8a2f816_1920x1080,face,gr_dl_bottle_noise_hey,yes,bottle,familiar,high,gr,down_left,noise,hey,3,19,5,3,6,11,6,23,6,23,7,7,9,12,0,11,12,gaze,noise_gaze
